year	event	city	source_url	sponsor	sponsor_name	sponsor_role	sponsor_sector	sponsor_type	sponsor_domain	sponsor_url	organiser	order
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	Agrocampus Ouest	Agrocampus Ouest	academic	public	higher education	agronomy	http://www.agrocampus-rennes.fr/	1	1
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	R Foundation	R Foundation for Statistical Computing	academic	nonprofit	software developer	statistics	http://www.r-project.org/foundation/		2
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	M. Rennes	Rennes Métropole	government	public	government	NA	http://www.rennes-metropole.fr/		3
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	Ille-et-Vilaine	Département d'Ille-et-Vilaine	government	public	government	NA	http://www.ille-et-vilaine.fr/		4
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	M. Rennes	Ville de Rennes	government	public	government	NA	http://www.rennes.fr/		5
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	ENSAI	École Nationale de la Statistique et de l'Analyse de l'Information	academic	public	higher education	statistics,computer science	http://www.ensai.com/		6
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	ENS Cachan	ENS Cachan Bretagne	academic	public	higher education	mathematics	http://www.math.bretagne.ens-cachan.fr/		7
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	R. Bretagne	Région Bretagne	government	public	government	NA	http://www.region-bretagne.fr/		8
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	SFdS	Société Française de Statistique	academic	nonprofit	scientific society	statistics	http://www.sfds.asso.fr/		9
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	U. Rennes 2	Université Rennes 2 Haute-Bretagne	academic	public	higher education	NA	http://www.uhb.fr/index.jsp		10
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	CRC Press	Chapman & Hall/CRC Press (Taylor & Francis)	company	private	academic publisher	NA	https://www.crcpress.com/		11
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	Springer	Springer Publishing	company	private	academic publisher	NA	http://www.springer.com/		12
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	Revolution Computing	Revolution Computing	company	private	software developer	NA	http://www.revolution-computing.com/		13
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	SFB	Société Française de Biométrie	academic	nonprofit	scientific society	biometrics	http://www.sfb.asso.fr/		14
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	Google	Google	company	private	software developer	NA	http://www.google.fr/firefox?client=firefox-a&rls=org.mozilla:fr:official		15
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	Wirefly	Wirefly	company	private	telecom vendor (?)	telecommunications	http://www.wirefly.com/		16
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	Mango Solutions	Mango Solutions	company	private	statistical consulting	NA	http://www.mango-solutions.com/		17
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	Air France	Air France/KLM	company	private*?	large company	transport	http://www.airfranceklm-globalmeetings.com/		18
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	Netezza	Netezza (IBM)	company	private	software developer	NA	http://www.netezza.com/		19
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	TIBCO	TIBCO	company	private	software developer	NA	http://www.tibco.com/		20
2009	useR!	Rennes	https://www.r-project.org/conferences/useR-2009/	Coheris Spad	Coheris Spad	company	private	software developer	statistics	http://eng.spad.eu/		21
2012	Rencontres R	Bordeaux	http://r2012.bordeaux.inria.fr/partenaires.html	INRIA	Institut National de Recherche en Informatique et en Automatique	academic	public	national research institute	computer science	http://www.inria.fr/	1	22
2012	Rencontres R	Bordeaux	http://r2012.bordeaux.inria.fr/partenaires.html	U. Bordeaux	Université de Bordeaux	academic	public	higher education	NA	http://www.univ-bordeaux.fr/	1	23
2012	Rencontres R	Bordeaux	http://r2012.bordeaux.inria.fr/partenaires.html	IMB	Institut de Mathématiques de Bordeaux	academic	public	local research institute	mathematics	http://www.math.u-bordeaux1.fr/maths/	1	24
2012	Rencontres R	Bordeaux	http://r2012.bordeaux.inria.fr/partenaires.html	SFdS	Société Française de Statistique	academic	nonprofit	scientific society	statistics	http://www.sfds.asso.fr/		25
2012	Rencontres R	Bordeaux	http://r2012.bordeaux.inria.fr/partenaires.html	SFB	Société Française de Biométrie	academic	nonprofit	scientific society	biometrics	http://www.sfb.asso.fr/		26
2012	Rencontres R	Bordeaux	http://r2012.bordeaux.inria.fr/partenaires.html	SMAI	Société de Mathématiques Appliquées et Industrielles	academic	nonprofit	scientific society	mathematics	http://smai.emath.fr/		27
2012	Rencontres R	Bordeaux	http://r2012.bordeaux.inria.fr/partenaires.html	Danone	Danone Research, Centre Daniel Carasso	company	private	industrial research	agronomy	http://recherche.danone.com/		28
2012	Rencontres R	Bordeaux	http://r2012.bordeaux.inria.fr/partenaires.html	M. Bordeaux	Communauté Urbaine de Bordeaux (CUB)	government	public	government	NA	http://www.lacub.fr/		29
2012	Rencontres R	Bordeaux	http://r2012.bordeaux.inria.fr/partenaires.html	R. (Nouvelle-)Aquitaine	ex-Région Aquitaine	government	public	government	NA	http://aquitaine.fr/		30
2012	Rencontres R	Bordeaux	http://r2012.bordeaux.inria.fr/partenaires.html	PUR	Presses Universitaires de Rennes	company	private	academic publisher	NA	http://www.pur-editions.fr/		31
2012	Rencontres R	Bordeaux	http://r2012.bordeaux.inria.fr/partenaires.html	O'Reilly	O'Reilly	company	private	academic publisher	NA	http://oreilly.com/		32
2012	Rencontres R	Bordeaux	http://r2012.bordeaux.inria.fr/partenaires.html	CRC Press	Chapman & Hall/CRC Press (Taylor & Francis)	company	private	academic publisher	NA	http://www.crcpress.com/		33
